UM_NAMEF;UM_NAMES;UM_CODE;UM_TRANS;UM_TYPE;UM_TM;UM_TE;UM_KLADR;global_id
Полное наименование;Сокращённое наименование;Код;Транслитерация;Код вида;Код ОМК ТМ;Код ОМК ТЕ;Код КЛАДР;global_id
Косинская эстакада;Косинская эстакада;11237;Kosinskaya e'stakada;13;;409;7,70000000007819E+016;58481304
Косинское шоссе;Косинское ш.;11238;Kosinskoe shosse;6;;409;7,70000000007522E+016;58481305
улица Зои и Александра Космодемьянских;ул. Зои и Александра Космодемьянских;11240;ulicza Zoi i Aleksandra Kosmodem`yanskix;1;;"0205;0210";7,70000000000352E+016;58481306
улица Космонавтов;ул. Космонавтов;11260;ulicza Kosmonavtov;1;;301;7,70000000001549E+016;58481307
аллея Космонавтов;аллея Космонавтов;11265;alleya Kosmonavtov;9;;310;7,70000000004078E+016;58481308
улица Костикова;ул. Костикова;11280;ulicza Kostikova;1;;106;7,7000000000155E+016;58481309
Костомаровская набережная;Костомаровская наб.;11290;Kostomarovskaya naberezhnaya;5;;107;7,70000000001551E+016;58481310
Костомаровский переулок;Костомаровский пер.;11300;Kostomarovskij pereulok;2;;107;7,70000000001552E+016;58481311
Костромская улица;Костромская ул.;11310;Kostromskaya ulicza;1;;"0302;0304";7,70000000001553E+016;58481312
улица Костякова;ул. Костякова;11320;ulicza Kostyakova;1;;215;7,70000000001554E+016;58481313
Костянский переулок;Костянский пер.;11330;Kostyanskij pereulok;2;;104;7,70000000000642E+016;58481314
улица Косыгина;ул. Косыгина;11335;ulicza Kosy'gina;1;;"0702;0815";7,70000000001555E+016;58481315
Котельническая набережная;Котельническая наб.;11340;Kotel`nicheskaya naberezhnaya;5;;107;7,70000000001556E+016;58481316
1-й Котельнический переулок;1-й Котельнический пер.;11360;Pervy'j Kotel`nicheskij pereulok;2;;107;7,70000000001557E+016;58481317
2-й Котельнический переулок;2-й Котельнический пер.;11370;Vtoroj Kotel`nicheskij pereulok;2;;107;7,70000000001558E+016;58481318
3-й Котельнический переулок;3-й Котельнический пер.;11380;Tretij Kotel`nicheskij pereulok;2;;107;7,70000000001559E+016;58481319
4-й Котельнический переулок;4-й Котельнический пер.;11390;Chetvyorty'j Kotel`nicheskij pereulok;2;;107;7,7000000000156E+016;58481320
5-й Котельнический переулок;5-й Котельнический пер.;11395;Pyaty'j Kotel`nicheskij pereulok;2;;107;7,70000000001561E+016;58481321
Котельный проезд;Котельный пр.;11400;Kotel`ny'j proezd;3;;508;7,7000000000367E+016;58481322
Котляковская улица;Котляковская ул.;11420;Kotlyakovskaya ulicza;1;;612;7,70000000003671E+016;58481323
1-й Котляковский переулок;1-й Котляковский пер.;11430;Pervy'j Kotlyakovskij pereulok;2;;"0612;0618";7,70000000003672E+016;58481324
2-й Котляковский переулок;2-й Котляковский пер.;11431;Vtoroj Kotlyakovskij pereulok;2;;612;7,70000000003673E+016;58481325
Котляковский проезд;Котляковский пр.;11440;Kotlyakovskij proezd;3;;612;7,70000000007761E+016;58481326
улица Коцюбинского;ул. Коцюбинского;11450;ulicza Koczyubinskogo;1;;807;7,70000000001563E+016;58481327
Кочновский проезд;Кочновский пр.;11460;Kochnovskij proezd;3;;201;7,70000000001564E+016;58481328
улица Кошкина;ул. Кошкина;11470;ulicza Koshkina;1;;612;7,70000000000499E+016;58481329
проезд Кошкина;пр. Кошкина;11475;proezd Koshkina;3;;606;7,70000000003674E+016;58481330
улица Коштоянца;ул. Коштоянца;11480;ulicza Koshtoyancza;1;;"0814;0817";7,70000000001565E+016;58481331
улица Кравченко;ул. Кравченко;11490;ulicza Kravchenko;1;;"0706;0814";7,70000000001566E+016;58481332
улица Крамского;ул. Крамского;11520;ulicza Kramskogo;1;;214;7,70000000001567E+016;58481333
Крапивенский переулок;Крапивенский пер.;11530;Krapivenskij pereulok;2;;108;7,70000000000559E+016;58481334
переулок Красина;пер. Красина;11545;pereulok Krasina;2;;106;7,7000000000157E+016;58481335
улица Красина;ул. Красина;11550;ulicza Krasina;1;;106;7,70000000001571E+016;58481336
1-й Красковский проезд;1-й Красковский пр.;11554;Pervy'j Kraskovskij proezd;3;;409;7,70000000000402E+016;58481337
2-й Красковский проезд;2-й Красковский пр.;11556;Vtoroj Kraskovskij proezd;3;;409;7,70000000000403E+016;58481338
Красковская улица;Красковская ул.;11557;Kraskovskaya ulicza;1;;409;7,70000000000401E+016;58481339
Красная площадь;Красная пл.;11560;Krasnaya ploshhad`;4;;108;7,70000000001575E+016;58481340
улица Красная Пресня;ул. Красная Пресня;11570;ulicza Krasnaya Presnya;1;;106;7,70000000001574E+016;58481341
улица Красная Сосна;ул. Красная Сосна;11580;ulicza Krasnaya Sosna;1;;317;7,70000000001589E+016;58481342
Красноармейская улица;Красноармейская ул.;11620;Krasnoarmejskaya ulicza;1;;201;7,70000000001577E+016;58481343
Краснобогатырская улица;Краснобогатырская ул.;11660;Krasnobogaty'rskaya ulicza;1;;"0403;0415";7,70000000001578E+016;58481344
Красноворотский проезд;Красноворотский пр.;11670;Krasnovorotskij proezd;3;;104;7,70000000000643E+016;58481345
3-я Красногвардейская улица;3-я Красногвардейская ул.;11680;Tret`ya Krasnogvardejskaya ulicza;1;;106;7,70000000001579E+016;58481346
Красногвардейский бульвар;Красногвардейский бульв.;11690;Krasnogvardejskij bul`var;8;;106;7,70000000001583E+016;58481347
1-й Красногвардейский проезд;1-й Красногвардейский пр.;11700;Pervy'j Krasnogvardejskij proezd;3;;106;7,7000000000158E+016;58481348
2-й Красногвардейский проезд;2-й Красногвардейский пр.;11710;Vtoroj Krasnogvardejskij proezd;3;;106;7,70000000001581E+016;58481349
Тестовская улица;Тестовская ул.;11730;Testovskaya ulicza;1;;106;7,70000000007395E+016;58481350
1-й Красногорский проезд;1-й Красногорский пр.;11750;Pervy'j Krasnogorskij proezd;3;;907;7,70000000001585E+016;58481351
2-й Красногорский проезд;2-й Красногорский пр.;11751;Vtoroj Krasnogorskij proezd;3;;907;7,70000000001586E+016;58481352
3-й Красногорский проезд;3-й Красногорский пр.;11752;Tretij Krasnogorskij proezd;3;;907;7,70000000001587E+016;58481353
4-й Красногорский проезд;4-й Красногорский пр.;11753;Chetvyorty'j Krasnogorskij proezd;3;;907;7,70000000001588E+016;58481354
Краснодарская улица;Краснодарская ул.;11780;Krasnodarskaya ulicza;1;;508;7,70000000000177E+016;58481355
Краснодарский проезд;Краснодарский пр.;11785;Krasnodarskij proezd;3;;508;7,70000000007248E+016;58481356
Краснодонская улица;Краснодонская ул.;11790;Krasnodonskaya ulicza;1;;"0506;0508;0514";7,70000000000178E+016;58481357
Красноказарменная набережная;Красноказарменная наб.;11800;Krasnokazarmennaya naberezhnaya;5;;507;7,7000000000159E+016;58481358
Красноказарменная площадь;Красноказарменная пл.;11810;Krasnokazarmennaya ploshhad`;4;;507;7,70000000000292E+016;58481359
Красноказарменная улица;Красноказарменная ул.;11820;Krasnokazarmennaya ulicza;1;;507;7,70000000000287E+016;58481360
Красноказарменный проезд;Красноказарменный пр.;11830;Krasnokazarmenny'j proezd;3;;507;7,70000000000293E+016;58481361
Краснокурсантская площадь;Краснокурсантская пл.;11840;Krasnokursantskaya ploshhad`;4;;507;7,70000000003676E+016;58481362
1-й Краснокурсантский проезд;1-й Краснокурсантский пр.;11850;Pervy'j Krasnokursantskij proezd;3;;507;7,70000000000288E+016;58481363
2-й Краснокурсантский проезд;2-й Краснокурсантский пр.;11860;Vtoroj Krasnokursantskij proezd;3;;507;7,70000000003677E+016;58481364
Краснолиманская улица;Краснолиманская ул.;11863;Krasnolimanskaya ulicza;1;;711;7,70000000001591E+016;58481365
Краснополянская улица;Краснополянская ул.;11865;Krasnopolyanskaya ulicza;1;;209;7,70000000000343E+016;58481366
Краснопресненская набережная;Краснопресненская наб.;11870;Krasnopresnenskaya naberezhnaya;5;;106;7,70000000001592E+016;58481367
площадь Краснопресненская Застава;пл. Краснопресненская Застава;11880;ploshhad` Krasnopresnenskaya Zastava;4;;106;7,70000000003678E+016;58481368
Краснопролетарская улица;Краснопролетарская ул.;11890;Krasnoproletarskaya ulicza;1;;108;7,7000000000056E+016;58481369
Краснопрудная улица;Краснопрудная ул.;11900;Krasnoprudnaya ulicza;1;;104;7,70000000000644E+016;58481370
Краснопрудный переулок;Краснопрудный пер.;11911;Krasnoprudny'j pereulok;2;;104;7,70000000000645E+016;58481371
Большой Краснопрудный тупик;Б. Краснопрудный туп.;11930;Bol`shoj Krasnoprudny'j tupik;7;;104;7,70000000000646E+016;58481372
Малый Краснопрудный тупик;М. Краснопрудный туп.;11940;Maly'j Krasnoprudny'j tupik;7;;104;7,70000000000647E+016;58481373
Верхняя Красносельская улица;Верх. Красносельская ул.;11945;Verxnyaya Krasnosel`skaya ulicza;1;;104;7,70000000000648E+016;58481374
Малая Красносельская улица;М. Красносельская ул.;11950;Malaya Krasnosel`skaya ulicza;1;;104;7,70000000000649E+016;58481375
Нижняя Красносельская улица;Нижн. Красносельская ул.;11970;Nizhnyaya Krasnosel`skaya ulicza;1;;"0102;0104";7,7000000000065E+016;58481376
1-й Красносельский переулок;1-й Красносельский пер.;11980;Pervy'j Krasnosel`skij pereulok;2;;104;7,70000000000651E+016;58481377
2-й Красносельский переулок;2-й Красносельский пер.;11990;Vtoroj Krasnosel`skij pereulok;2;;104;7,70000000000652E+016;58481378
3-й Красносельский переулок;3-й Красносельский пер.;12000;Tretij Krasnosel`skij pereulok;2;;104;7,70000000000653E+016;58481379
4-й Красносельский переулок;4-й Красносельский пер.;12010;Chetvyorty'j Krasnosel`skij pereulok;2;;104;7,70000000000654E+016;58481380
5-й Красносельский переулок;5-й Красносельский пер.;12020;Pyaty'j Krasnosel`skij pereulok;2;;104;7,70000000000655E+016;58481381
6-й Красносельский переулок;6-й Красносельский пер.;12030;Shestoj Krasnosel`skij pereulok;2;;104;7,70000000000656E+016;58481382
Красносельский тупик;Красносельский туп.;12040;Krasnosel`skij tupik;7;;104;7,70000000000657E+016;58481383
Красносолнечная улица;Красносолнечная ул.;12045;Krasnosolnechnaya ulicza;1;;409;7,70000000000404E+016;58481384
Красностуденческий проезд;Красностуденческий пр.;12050;Krasnostudencheskij proezd;3;;215;7,70000000001597E+016;58481385
