Крымская площадь;Крымская пл.;Kry'mskaya ploshhad`;;;
Крымская набережная;Крымская наб.;Kry'mskaya naberezhnaya;;;
улица Крымский Вал;ул. Крымский Вал;ulicza Kry'mskij Val;;;
Крымский проезд;Крымский пр.;Kry'mskij proezd;;;
Крымский тупик;Крымский туп.;Kry'mskij tupik;;;
Крюковская улица;Крюковская ул.;Kryukovskaya ulicza;;;
Крюковская площадь;Крюковская пл.;Kryukovskaya ploshhad`;;;
Крюковский тупик;Крюковский туп.;Kryukovskij tupik;;;
Ксеньинский переулок;Ксеньинский пер.;Ksen`inskij pereulok;;;
Кубанская улица;Кубанская ул.;Kubanskaya ulicza;;;
улица Кубинка;ул. Кубинка;ulicza Kubinka;;;
Кудринский переулок;Кудринский пер.;Kudrinskij pereulok;;;
улица Кузнецкий Мост;ул. Кузнецкий Мост;ulicza Kuzneczkij Most;;;
Кузнецовская улица;Кузнецовская ул.;Kuzneczovskaya ulicza;;;
улица Кузнецова;ул. Кузнецова;ulicza Kuzneczova;;;
Кузнечный тупик;Кузнечный туп.;Kuznechny'j tupik;;;
Кузьминская улица;Кузьминская ул.;Kuz`minskaya ulicza;;;
Биржевая площадь;Биржевая пл.;Birzhevaya ploshhad`;;;
улица Ильинка;ул. Ильинка;ulicza Il`inka;;;
Богоявленский переулок;Богоявленский пер.;Bogoyavlenskij pereulok;;;
Кулаков переулок;Кулаков пер.;Kulakov pereulok;;;
улица Кулакова;ул. Кулакова;ulicza Kulakova;;;
Куликовская улица;Куликовская ул.;Kulikovskaya ulicza;;;
улица Кульнева;ул. Кульнева;ulicza Kul`neva;;;
площадь Белы Куна;пл. Белы Куна;ploshhad` Bely' Kuna;;;
площадь Цезаря Куникова;пл. Цезаря Куникова;ploshhad` Czezarya Kunikova;;;
Кунцевская улица;Кунцевская ул.;Kunczevskaya ulicza;;;
Большой Купавенский проезд;Б. Купавенский пр.;Bol`shoj Kupavenskij proezd;;;
Малый Купавенский проезд;М. Купавенский пр.;Maly'j Kupavenskij proezd;;;
Курганская улица;Курганская ул.;Kurganskaya ulicza;;;
улица Герасима Курина;ул. Герасима Курина;ulicza Gerasima Kurina;;;
Куркинское шоссе;Куркинское ш.;Kurkinskoe shosse;;;
Курская улица;Курская ул.;Kurskaya ulicza;;;
площадь Курского Вокзала;пл. Курского Вокзала;ploshhad` Kurskogo Vokzala;;;
Курсовой переулок;Курсовой пер.;Kursovoj pereulok;;;
площадь Академика Курчатова;пл. Академика Курчатова;ploshhad` Akademika Kurchatova;;;
улица Академика Курчатова;ул. Академика Курчатова;ulicza Akademika Kurchatova;;;
1-я Курьяновская улица;1-я Курьяновская ул.;Pervaya Kur`yanovskaya ulicza;;;
2-я Курьяновская улица;2-я Курьяновская ул.;Vtoraya Kur`yanovskaya ulicza;;;
3-я Курьяновская улица;3-я Курьяновская ул.;Tret`ya Kur`yanovskaya ulicza;;;
4-я Курьяновская улица;4-я Курьяновская ул.;Chetvyortaya Kur`yanovskaya ulicza;;;
5-я Курьяновская улица;5-я Курьяновская ул.;Pyataya Kur`yanovskaya ulicza;;;
Курьяновский бульвар;Курьяновский бульв.;Kur`yanovskij bul`var;;;
1-й Курьяновский проезд;1-й Курьяновский пр.;Pervy'j Kur`yanovskij proezd;;;
2-й Курьяновский проезд;2-й Курьяновский пр.;Vtoroj Kur`yanovskij proezd;;;
Кусковская улица;Кусковская ул.;Kuskovskaya ulicza;;;
Кусковский просек;Кусковский просек;Kuskovskij prosek;;;
Кусковский тупик;Кусковский туп.;Kuskovskij tupik;;;
Кустанайская улица;Кустанайская ул.;Kustanajskaya ulicza;;;
улица Кутузова;ул. Кутузова;ulicza Kutuzova;;;
Кутузовский переулок;Кутузовский пер.;Kutuzovskij pereulok;;;
Кутузовский проезд;Кутузовский пр.;Kutuzovskij proezd;;;
Кутузовский проспект;Кутузовский просп.;Kutuzovskij prospekt;;;
улица Куусинена;ул. Куусинена;ulicza Kuusinena;;;
улица Кухмистерова;ул. Кухмистерова;ulicza Kuxmisterova;;;
Кучин переулок;Кучин пер.;Kuchin pereulok;;;
улица Лавочкина;ул. Лавочкина;ulicza Lavochkina;;;
Лавров переулок;Лавров пер.;Lavrov pereulok;;;
Лаврский переулок;Лаврский пер.;Lavrskij pereulok;;;
Лаврушинский переулок;Лаврушинский пер.;Lavrushinskij pereulok;;;
Ладожская улица;Ладожская ул.;Ladozhskaya ulicza;;;
улица Адмирала Лазарева;ул. Адмирала Лазарева;ulicza Admirala Lazareva;;;
Лазаревский переулок;Лазаревский пер.;Lazarevskij pereulok;;;
1-я улица Лазенки;1-я ул. Лазенки;Pervaya ulicza Lazenki;;;
2-я улица Лазенки;2-я ул. Лазенки;Vtoraya ulicza Lazenki;;;
3-я улица Лазенки;3-я ул. Лазенки;Tret`ya ulicza Lazenki;;;
4-я улица Лазенки;4-я ул. Лазенки;Chetvyortaya ulicza Lazenki;;;
5-я улица Лазенки;5-я ул. Лазенки;Pyataya ulicza Lazenki;;;
6-я улица Лазенки;6-я ул. Лазенки;Shestaya ulicza Lazenki;;;
7-я улица Лазенки;7-я ул. Лазенки;Sed`maya ulicza Lazenki;;;
улица Лазо;ул. Лазо;ulicza Lazo;;;
Лазоревый проезд;Лазоревый пр.;Lazorevy'j proezd;;;
Ландышевая улица;Ландышевая ул.;Landy'shevaya ulicza;;;
Ланинский переулок;Ланинский пер.;Laninskij pereulok;;;
улица Лапина;ул. Лапина;ulicza Lapina;;;
улица Лебедева;ул. Лебедева;ulicza Lebedeva;;;
Лебедянская улица;Лебедянская ул.;Lebedyanskaya ulicza;;;
Лебяжий переулок;Лебяжий пер.;Lebyazhij pereulok;;;
площадь Ле Зуана;пл. Ле Зуана;ploshhad` Le Zuana;;;
улица Леваневского;ул. Леваневского;ulicza Levanevskogo;;;
улица Левитана;ул. Левитана;ulicza Levitana;;;
Левобережная улица;Левобережная ул.;Levoberezhnaya ulicza;;;
улица Ирины Левченко;ул. Ирины Левченко;ulicza Iriny' Levchenko;;;
Малый Лёвшинский переулок;М. Лёвшинский пер.;Maly'j Lyovshinskij pereulok;;;
Левый тупик;Левый туп.;Levy'j tupik;;;
улица Ленивка;ул. Ленивка;ulicza Lenivka;;;
улица Ленина;ул. Ленина;ulicza Lenina;;;
Ленинградский проспект;Ленинградский просп.;Leningradskij prospekt;;;
улица Ленина;ул. Ленина;ulicza Lenina;;;
Ленинградское шоссе;Ленинградское ш.;Leningradskoe shosse;;;
Лениногорская улица;Лениногорская ул.;Leninogorskaya ulicza;;;
улица Ленинская Слобода;ул. Ленинская Слобода;ulicza Leninskaya Sloboda;;;
Павелецкая площадь;Павелецкая пл.;Paveleczkaya ploshhad`;;;
Ленинский проспект;Ленинский просп.;Leninskij prospekt;;;
Ленская улица;Ленская ул.;Lenskaya ulicza;;;
1-я улица Леонова;1-я ул. Леонова;Pervaya ulicza Leonova;;;
1-й проезд Леонова;1-й пр. Леонова;Pervy'j proezd Leonova;;;
Лермонтовский проспект;Лермонтовский просп.;Lermontovskij prospekt;;;
Лермонтовская площадь;Лермонтовская пл.;Lermontovskaya ploshhad`;;;
Лермонтовская улица;Лермонтовская ул.;Lermontovskaya ulicza;;;
улица Лескова;ул. Лескова;ulicza Leskova;;;
Лесная улица;Лесная ул.;Lesnaya ulicza;;;
Лесная улица;Лесная ул.;Lesnaya ulicza;;;
Лесная улица;Лесная ул.;Lesnaya ulicza;;;
1-й Лесной переулок;1-й Лесной пер.;Pervy'j Lesnoj pereulok;;;
2-й Лесной переулок;2-й Лесной пер.;Vtoroj Lesnoj pereulok;;;
3-й Лесной переулок;3-й Лесной пер.;Tretij Lesnoj pereulok;;;
